"zone","V:0","V:1","V:2","p","T","rho","mach","cp","cf:0","cf:1","cf:2","pressureforce:0","pressureforce:1","pressureforce:2","pressuremoment:0","pressuremoment:1","pressuremoment:2","frictionforce:0","frictionforce:1","frictionforce:2","frictionmoment:0","frictionmoment:1","frictionmoment:2","eddy","yplus","var_6","var_7","Cell Type"
4,0,0,0,1.0168e+005,301.22,1.1762,0,0.22466,0.0012245,-2.6052e-018,-0.00017349,-3.1798e-005,0,-0.00022444,0.00011222,0.00022432,-1.5899e-005,1.2355e-006,-2.6286e-021,-1.7505e-007,6.1716e-010,-2.6247e-024,1.2388e-011,0,0.061486,0,1.4372e+008,3
4,0,0,0,1.0169e+005,301.23,1.1763,0,0.23061,0.00090348,-2.6771e-018,-0.00012794,-3.3805e-005,0,-0.00023872,0.00011936,0.00023835,-1.6902e-005,9.4458e-007,-2.7988e-021,-1.3376e-007,4.889e-010,-2.8928e-024,9.8038e-012,0,0.052821,0,1.4369e+008,3
4,0,0,0,1.0168e+005,301.22,1.1762,0,0.22461,0.001225,2.1667e-018,0.00017368,-3.1815e-005,0,0.00022439,-0.00011219,-0.00022427,-1.5907e-005,1.236e-006,2.1861e-021,1.7525e-007,-6.1739e-010,-2.1829e-024,-1.2411e-011,0,0.061497,0,1.4372e+008,3
4,0,0,0,1.0106e+005,300.92,1.1702,0,-0.16427,0.0054444,-5.1028e-018,0.0029672,-9.9412e-005,-0,0.00018241,-9.1204e-005,-5.9561e-006,-4.9706e-005,6.8849e-006,-6.4529e-021,3.7523e-006,3.8225e-009,-2.3397e-025,1.1354e-009,0,0.13706,0,1.446e+008,3
4,0,0,0,1.0109e+005,300.92,1.1705,0,-0.1474,0.005361,-4.7826e-018,0.0030202,-8.8339e-005,-0,0.00015681,-7.8403e-005,-4.9639e-006,-4.4169e-005,6.5457e-006,-5.8395e-021,3.6876e-006,3.4816e-009,-1.9665e-025,1.105e-009,0,0.13662,0,1.4447e+008,3
4,0,0,0,1.0112e+005,300.91,1.1709,0,-0.12975,0.0052554,-1.1105e-018,0.0030611,-7.6981e-005,-0,0.00013216,-6.6081e-005,-4.0579e-006,-3.849e-005,6.1949e-006,-1.309e-021,3.6084e-006,3.155e-009,-4.0939e-026,1.0704e-009,0,0.13591,0,1.4433e+008,3
4,0,0,0,1.0115e+005,300.91,1.1712,0,-0.11131,0.0051238,-7.1651e-018,0.0030865,-6.5356e-005,-0,0.0001085,-5.4249e-005,-3.2326e-006,-3.2678e-005,5.8306e-006,-8.1535e-021,3.5122e-006,2.8417e-009,-2.3679e-025,1.0311e-009,0,0.13488,0,1.4419e+008,3
4,0,0,0,1.0118e+005,300.9,1.1716,0,-0.092072,0.0049599,3.8126e-018,0.0030906,-5.3485e-005,-0,8.5835e-005,-4.2918e-005,-2.4828e-006,-2.6742e-005,5.4482e-006,4.1878e-021,3.3948e-006,2.5395e-009,1.1293e-025,9.8602e-010,0,0.13341,0,1.4404e+008,3
4,0,0,0,1.0121e+005,300.89,1.172,0,-0.072068,0.0047621,-1.5326e-017,0.0030703,-4.1403e-005,-0,6.4216e-005,-3.2108e-005,-1.8043e-006,-2.0702e-005,5.0488e-006,-1.6248e-020,3.2552e-006,2.2494e-009,-4.0679e-025,9.3505e-010,0,0.13146,0,1.4389e+008,3
4,0,0,0,1.0124e+005,300.88,1.1724,0,-0.051269,0.0045178,-6.492e-018,0.0030149,-2.912e-005,-0,4.3636e-005,-2.1818e-005,-1.1915e-006,-1.456e-005,4.6227e-006,-6.6427e-021,3.085e-006,1.9672e-009,-1.5438e-025,8.7609e-010,0,0.12881,0,1.4373e+008,3
4,0,0,0,1.0128e+005,300.87,1.1729,0,-0.030216,0.0042167,-4.0049e-018,0.0029136,-1.6961e-005,-0,2.4547e-005,-1.2273e-005,-6.5183e-007,-8.4804e-006,4.1638e-006,-3.9546e-021,2.877e-006,1.6913e-009,-8.5311e-026,8.0747e-010,0,0.12523,0,1.4356e+008,3
4,0,0,0,1.0131e+005,300.87,1.1733,0,-0.0083704,0.0039144,-3.3851e-018,0.0028013,-4.6416e-006,-0,6.4861e-006,-3.243e-006,-1.6759e-007,-2.3208e-006,3.7299e-006,-3.2256e-021,2.6692e-006,1.4451e-009,-6.4583e-026,7.4008e-010,0,0.12145,0,1.4339e+008,3
4,0,0,0,1.0135e+005,300.87,1.1737,0,0.013986,0.0036935,2.7472e-018,0.002738,7.6585e-006,0,-1.0331e-005,5.1657e-006,2.5989e-007,3.8292e-006,3.3962e-006,2.5261e-021,2.5176e-006,1.2543e-009,4.6939e-026,6.8927e-010,0,0.11879,0,1.4321e+008,3
4,0,0,0,1.0139e+005,300.88,1.1741,0,0.038089,0.0035469,-2.2903e-018,0.0027257,2.059e-005,0,-2.6793e-005,1.3397e-005,6.5675e-007,1.0295e-005,3.1467e-006,-2.0318e-021,2.4182e-006,1.1067e-009,-3.5034e-026,6.536e-010,0,0.11727,0,1.4302e+008,3
4,0,0,0,1.0143e+005,300.88,1.1745,0,0.062724,0.0034622,-3.816e-018,0.0027578,3.3447e-005,0,-4.199e-005,2.0995e-005,1.0033e-006,1.6723e-005,2.9632e-006,-3.266e-021,2.3603e-006,9.9185e-010,-5.2242e-026,6.2931e-010,0,0.11675,0,1.4283e+008,3
4,0,0,0,1.0147e+005,300.89,1.175,0,0.088582,0.0034269,-5.4154e-018,0.0028316,4.6593e-005,0,-5.6388e-005,2.8194e-005,1.3146e-006,2.3296e-005,2.8298e-006,-4.4718e-021,2.3382e-006,9.0066e-010,-6.6364e-026,6.1494e-010,0,0.11711,0,1.4262e+008,3
4,0,0,0,1.0151e+005,300.91,1.1754,0,0.11521,0.0034063,1.0808e-018,0.0029205,5.9735e-005,0,-6.9671e-005,3.4835e-005,1.5858e-006,2.9868e-005,2.7134e-006,8.6093e-022,2.3265e-006,8.2047e-010,1.1851e-026,6.0314e-010,0,0.11776,0,1.4241e+008,3
4,0,0,0,1.0155e+005,300.92,1.1759,0,0.14255,0.0033912,1.5003e-019,0.0030183,7.2818e-005,0,-8.1816e-005,4.0908e-005,1.8195e-006,3.6409e-005,2.6056e-006,1.1528e-022,2.3191e-006,7.4774e-010,1.4714e-027,5.9232e-010,0,0.11856,0,1.4219e+008,3
4,0,0,0,1.016e+005,300.93,1.1763,0,0.17055,0.0033764,-9.7255e-019,0.0031209,8.5798e-005,0,-9.282e-005,4.641e-005,2.0185e-006,4.2899e-005,2.5024e-006,-7.2079e-022,2.313e-006,6.8095e-010,-8.531e-027,5.8181e-010,0,0.11942,0,1.4196e+008,3
4,0,0,0,1.0164e+005,300.95,1.1768,0,0.19916,0.0033565,3.6663e-018,0.0032237,9.8627e-005,0,-0.00010269,5.1345e-005,2.1854e-006,4.9314e-005,2.3996e-006,2.621e-021,2.3046e-006,6.1862e-010,2.876e-026,5.7064e-010,0,0.12027,0,1.4172e+008,3
4,0,0,0,1.0169e+005,300.96,1.1773,0,0.2283,0.0033297,1.2793e-018,0.0033243,0.00011121,0,-0.00011139,5.5695e-005,2.3216e-006,5.5605e-005,2.2957e-006,8.8199e-022,2.292e-006,5.6005e-010,8.9691e-027,5.5824e-010,0,0.12105,0,1.4148e+008,3
4,0,0,0,1.0174e+005,300.98,1.1778,0,0.25769,0.0032952,-3.3588e-018,0.0034215,0.00012341,0,-0.00011886,5.9428e-005,2.4281e-006,6.1707e-005,2.1909e-006,-2.2333e-021,2.275e-006,5.0526e-010,-2.1043e-026,5.4476e-010,0,0.12176,0,1.4123e+008,3
4,0,0,0,1.0178e+005,300.99,1.1783,0,0.28742,0.0032535,-9.7164e-019,0.0035154,0.00013526,0,-0.00012518,6.2592e-005,2.5087e-006,6.7629e-005,2.0862e-006,-6.2304e-022,2.2541e-006,4.5433e-010,-5.4382e-027,5.304e-010,0,0.1224,0,1.4096e+008,3
4,0,0,0,1.0183e+005,301.01,1.1788,0,0.3175,0.0032039,-4.6598e-018,0.0036041,0.00014674,0,-0.00013045,6.5223e-005,2.5666e-006,7.337e-005,1.9812e-006,-2.8816e-021,2.2287e-006,4.0699e-010,-2.3294e-026,5.1502e-010,0,0.12295,0,1.4069e+008,3
4,0,0,0,1.0188e+005,301.02,1.1793,0,0.3478,0.0031452,-4.3271e-018,0.0036856,0.00015776,0,-0.00013463,6.7314e-005,2.6029e-006,7.8879e-005,1.8755e-006,-2.5803e-021,2.1977e-006,3.6299e-010,-1.931e-026,4.9842e-010,0,0.12338,0,1.4041e+008,3
4,0,0,0,1.0193e+005,301.04,1.1798,0,0.37821,0.0030778,-7.8309e-018,0.003759,0.00016825,0,-0.00013776,6.888e-005,2.6193e-006,8.4125e-005,1.7696e-006,-4.5024e-021,2.1612e-006,3.2228e-010,-3.1182e-026,4.8072e-010,0,0.12369,0,1.4012e+008,3
4,0,0,0,1.0198e+005,301.05,1.1803,0,0.40861,0.003002,2.3359e-018,0.0038236,0.00017817,0,-0.00013988,6.9942e-005,2.6179e-006,8.9085e-005,1.6642e-006,1.295e-021,2.1197e-006,2.8487e-010,8.2966e-027,4.6213e-010,0,0.12388,0,1.3982e+008,3
4,0,0,0,1.0203e+005,301.07,1.1808,0,0.43891,0.0029185,-4.0825e-018,0.0038789,0.00018746,0,-0.00014105,7.0524e-005,2.6003e-006,9.3732e-005,1.5599e-006,-2.1821e-021,2.0733e-006,2.5065e-010,-1.2928e-026,4.4276e-010,0,0.12395,0,1.3951e+008,3
4,0,0,0,1.0207e+005,301.08,1.1813,0,0.46899,0.0028276,-1.4195e-018,0.003924,0.00019608,0,-0.0001413,7.065e-005,2.5682e-006,9.8042e-005,1.4572e-006,-7.3152e-022,2.0222e-006,2.1952e-010,-4.0058e-027,4.2274e-010,0,0.12389,0,1.3919e+008,3
4,0,0,0,1.0212e+005,301.1,1.1817,0,0.49875,0.0027302,-2.483e-018,0.0039583,0.00020399,0,-0.0001407,7.0348e-005,2.5232e-006,0.00010199,1.3565e-006,-1.2337e-021,1.9667e-006,1.9133e-010,-6.2412e-027,4.0219e-010,0,0.12369,0,1.3886e+008,3
4,0,0,0,1.0217e+005,301.11,1.1822,0,0.52808,0.0026268,-2.8008e-018,0.0039816,0.00021114,0,-0.0001393,6.9649e-005,2.4669e-006,0.00010557,1.2582e-006,-1.3416e-021,1.9072e-006,1.6595e-010,-6.2672e-027,3.8126e-010,0,0.12337,0,1.3851e+008,3
4,0,0,0,1.0221e+005,301.13,1.1827,0,0.55689,0.0025182,-2.4819e-018,0.0039931,0.00021751,0,-0.00013717,6.8585e-005,2.4008e-006,0.00010876,1.1628e-006,-1.146e-021,1.8438e-006,1.4321e-010,-4.9406e-027,3.6008e-010,0,0.12291,0,1.3816e+008,3
4,0,0,0,1.0226e+005,301.14,1.1832,0,0.58508,0.0024048,-2.3639e-018,0.003992,0.00022309,0,-0.00013439,6.7194e-005,2.3263e-006,0.00011154,1.0705e-006,-1.0523e-021,1.777e-006,1.2294e-010,-4.1839e-027,3.3877e-010,0,0.1223,0,1.3779e+008,3
4,0,0,0,1.023e+005,301.15,1.1836,0,0.61255,0.0022875,-2.7533e-018,0.003978,0.00022785,0,-0.00013102,6.5512e-005,2.2449e-006,0.00011393,9.8153e-007,-1.1814e-021,1.7069e-006,1.0497e-010,-4.3297e-027,3.1747e-010,0,0.12154,0,1.3741e+008,3
4,0,0,0,1.0235e+005,301.17,1.1841,0,0.63923,0.0021679,-2.3902e-018,0.0039523,0.00023181,0,-0.00012715,6.3575e-005,2.1578e-006,0.00011591,8.9666e-007,-9.8861e-022,1.6347e-006,8.9178e-011,-3.3372e-027,2.9642e-010,0,0.12065,0,1.3702e+008,3
4,0,0,0,1.0239e+005,301.18,1.1845,0,0.66505,0.002048,-4.69e-018,0.0039173,0.00023497,0,-0.00012284,6.1422e-005,2.0664e-006,0.00011749,8.1651e-007,-1.8698e-021,1.5618e-006,7.5411e-011,-5.8098e-027,2.759e-010,0,0.11967,0,1.3661e+008,3
4,0,0,0,1.0243e+005,301.19,1.1849,0,0.68997,0.0019291,-4.2169e-018,0.0038744,0.00023735,0,-0.00011818,5.909e-005,1.9718e-006,0.00011868,7.4134e-007,-1.6205e-021,1.4889e-006,6.349e-011,-4.6311e-027,2.5609e-010,0,0.11861,0,1.3619e+008,3
4,0,0,0,1.0246e+005,301.21,1.1853,0,0.71388,0.0018107,-3.583e-018,0.0038214,0.00023895,0,-0.00011322,5.6611e-005,1.8749e-006,0.00011948,6.7068e-007,-1.3271e-021,1.4154e-006,5.3185e-011,-3.4855e-027,2.3689e-010,0,0.11744,0,1.3576e+008,3
4,0,0,0,1.025e+005,301.22,1.1857,0,0.73673,0.0016919,-3.5428e-018,0.0037555,0.0002398,0,-0.00010804,5.4018e-005,1.7767e-006,0.0001199,6.0402e-007,-1.2648e-021,1.3407e-006,4.4288e-011,-3.0501e-027,2.1819e-010,0,0.11611,0,1.3532e+008,3
4,0,0,0,1.0254e+005,301.23,1.186,0,0.75851,0.0015736,-2.6666e-018,0.0036767,0.00023994,0,-0.00010269,5.1345e-005,1.6782e-006,0.00011997,5.4145e-007,-9.1753e-022,1.2651e-006,3.6652e-011,-2.03e-027,2.0009e-010,0,0.11462,0,1.3486e+008,3
4,0,0,0,1.0257e+005,301.24,1.1864,0,0.77921,0.0014575,-4.2915e-018,0.0035882,0.0002394,0,-9.7246e-005,4.8623e-005,1.5801e-006,0.0001197,4.8334e-007,-1.4231e-021,1.1899e-006,3.0161e-011,-2.8858e-027,1.8279e-010,0,0.113,0,1.3438e+008,3
4,0,0,0,1.026e+005,301.25,1.1867,0,0.79881,0.0013451,-3.628e-018,0.0034923,0.00023824,0,-9.1758e-005,4.5879e-005,1.4831e-006,0.00011912,4.2988e-007,-1.1595e-021,1.1161e-006,2.469e-011,-2.1528e-027,1.6644e-010,0,0.1113,0,1.3389e+008,3
4,0,0,0,1.0263e+005,301.26,1.187,0,0.8173,0.0012367,-2.9546e-018,0.0033899,0.00023649,0,-8.6274e-005,4.3137e-005,1.388e-006,0.00011824,3.8091e-007,-9.1003e-022,1.0441e-006,2.0104e-011,-1.5454e-027,1.5106e-010,0,0.1095,0,1.3338e+008,3
4,0,0,0,1.0266e+005,301.27,1.1873,0,0.83468,0.0011326,-2.276e-018,0.0032812,0.0002342,0,-8.0842e-005,4.0421e-005,1.2951e-006,0.0001171,3.3619e-007,-6.7557e-022,9.7395e-007,1.6281e-011,-1.0482e-027,1.3664e-010,0,0.10762,0,1.3286e+008,3
4,0,0,0,1.0268e+005,301.27,1.1876,0,0.85096,0.0010332,-2.5875e-018,0.0031668,0.00023142,0,-7.5498e-005,3.7749e-005,1.2048e-006,0.00011571,2.9554e-007,-7.4016e-022,9.0589e-007,1.311e-011,-1.048e-027,1.2318e-010,0,0.10565,0,1.3232e+008,3
4,0,0,0,1.0271e+005,301.28,1.1878,0,0.86616,0.00093861,-3.9155e-018,0.0030478,0.00022819,0,-7.0274e-005,3.5137e-005,1.1177e-006,0.0001141,2.5874e-007,-1.0794e-021,8.4018e-007,1.0496e-011,-1.3928e-027,1.1067e-010,0,0.1036,0,1.3177e+008,3
4,0,0,0,1.0273e+005,301.29,1.188,0,0.8803,0.00084918,-2.8427e-018,0.002925,0.00022457,0,-6.5198e-005,3.2599e-005,1.0338e-006,0.00011229,2.2558e-007,-7.5514e-022,7.7701e-007,8.3537e-012,-8.8685e-028,9.9112e-011,0,0.10147,0,1.312e+008,3
4,0,0,0,1.0275e+005,301.29,1.1883,0,0.89342,0.00076498,-4.5879e-018,0.002799,0.00022061,0,-6.0293e-005,3.0147e-005,9.5355e-007,0.0001103,1.9582e-007,-1.1744e-021,7.165e-007,6.6076e-012,-1.2535e-027,8.8461e-011,0,0.099274,0,1.3061e+008,3
4,0,0,0,1.0277e+005,301.3,1.1885,0,0.90554,0.0006861,-2.8936e-018,0.0026706,0.00021635,0,-5.558e-005,2.779e-005,8.7698e-007,0.00010817,1.6924e-007,-7.1377e-022,6.5876e-007,5.1938e-012,-6.9126e-028,7.8693e-011,0,0.097005,0,1.3e+008,3
4,0,0,0,1.0279e+005,301.31,1.1886,0,0.91671,0.0006126,-3.1344e-018,0.0025408,0.00021183,0,-5.1073e-005,2.5536e-005,8.0423e-007,0.00010591,1.4561e-007,-7.4502e-022,6.0393e-007,4.0562e-012,-6.536e-028,6.9776e-011,0,0.094677,0,1.2937e+008,3
4,0,0,0,1.028e+005,301.31,1.1888,0,0.92697,0.00054438,-3.0942e-018,0.0024102,0.00020709,0,-4.6776e-005,2.3388e-005,7.3532e-007,0.00010355,1.2468e-007,-7.0869e-022,5.5202e-007,3.1458e-012,-5.6217e-028,6.1663e-011,0,0.092292,0,1.2872e+008,3
4,0,0,0,1.0282e+005,301.32,1.189,0,0.93635,0.00048136,-3.0132e-018,0.0022792,0.00020219,0,-4.2701e-005,2.135e-005,6.7029e-007,0.00010109,1.0623e-007,-6.6499e-022,5.0301e-007,2.4223e-012,-4.7603e-028,5.4307e-011,0,0.089849,0,1.2806e+008,3
4,0,0,0,1.0283e+005,301.32,1.1891,0,0.94492,0.00042342,-3.6065e-018,0.0021486,0.00019715,0,-3.885e-005,1.9425e-005,6.0909e-007,9.8573e-005,9.004e-008,-7.6694e-022,4.5691e-007,1.851e-012,-4.9436e-028,4.7665e-011,0,0.087354,0,1.2737e+008,3
4,0,0,0,1.0285e+005,301.32,1.1892,0,0.9527,0.00037035,-3.7264e-018,0.0020189,0.000192,0,-3.5221e-005,1.7611e-005,5.5166e-007,9.6001e-005,7.5884e-008,-7.6353e-022,4.1366e-007,1.4027e-012,-4.4213e-028,4.1684e-011,0,0.084808,0,1.2667e+008,3
4,0,0,0,1.0286e+005,301.33,1.1894,0,0.95974,0.00032201,-3.4354e-018,0.0018904,0.00018679,0,-3.1817e-005,1.5909e-005,4.9794e-007,9.3393e-005,6.3574e-008,-6.7823e-022,3.7321e-007,1.0538e-012,-3.5188e-028,3.6318e-011,0,0.082212,0,1.2594e+008,3
4,0,0,0,1.0287e+005,301.33,1.1895,0,0.9661,0.00027816,-3.2087e-018,0.0017637,0.00018153,0,-2.863e-005,1.4315e-005,4.4779e-007,9.0764e-005,5.2912e-008,-6.1036e-022,3.3548e-007,7.8401e-013,-2.829e-028,3.1518e-011,0,0.079567,0,1.2519e+008,3
4,0,0,0,1.0288e+005,301.33,1.1896,0,0.97182,0.00023856,-3.927e-018,0.0016389,0.00017625,0,-2.5657e-005,1.2828e-005,4.0111e-007,8.8127e-005,4.3723e-008,-7.1972e-022,3.0037e-007,5.7716e-013,-2.9706e-028,2.7238e-011,0,0.07687,0,1.2443e+008,3
4,0,0,0,1.0288e+005,301.34,1.1896,0,0.97693,0.000203,-3.5173e-018,0.0015164,0.00017099,0,-2.2891e-005,1.1445e-005,3.5776e-007,8.5493e-005,3.5847e-008,-6.211e-022,2.6777e-007,4.1997e-013,-2.2745e-028,2.3433e-011,0,0.074119,0,1.2364e+008,3
4,0,0,0,1.0289e+005,301.34,1.1897,0,0.98148,0.00017123,-3.7484e-018,0.0013964,0.00016574,0,-2.0323e-005,1.0162e-005,3.1758e-007,8.2872e-005,2.9132e-008,-6.3773e-022,2.3758e-007,3.0162e-013,-2.0635e-028,2.006e-011,0,0.071314,0,1.2282e+008,3
4,0,0,0,1.029e+005,301.34,1.1898,0,0.98551,0.000143,-3.7896e-018,0.0012792,0.00016054,0,-1.7947e-005,8.9734e-006,2.8044e-007,8.0272e-005,2.344e-008,-6.2119e-022,2.0969e-007,2.1343e-013,-1.7677e-028,1.708e-011,0,0.068447,0,1.2199e+008,3
4,0,0,0,1.029e+005,301.34,1.1898,0,0.98906,0.00011808,-3.0446e-018,0.0011649,0.0001554,0,-1.5752e-005,7.8762e-006,2.4616e-007,7.7702e-005,1.8648e-008,-4.8082e-022,1.8397e-007,1.485e-013,-1.1967e-028,1.4453e-011,0,0.065513,0,1.2113e+008,3
4,0,0,0,1.0291e+005,301.34,1.1899,0,0.99217,9.6226e-005,-2.9372e-018,0.0010536,0.00015034,0,-1.3731e-005,6.8655e-006,2.1461e-007,7.5169e-005,1.4641e-008,-4.4691e-022,1.603e-007,1.0131e-013,-9.6669e-029,1.2145e-011,0,0.062503,0,1.2025e+008,3
4,0,0,0,1.0291e+005,301.34,1.1899,0,0.99487,7.7222e-005,-4.4503e-018,0.00094534,0.00014535,0,-1.1873e-005,5.9367e-006,1.8563e-007,7.2677e-005,1.132e-008,-6.5238e-022,1.3858e-007,6.755e-014,-1.2172e-028,1.0123e-011,0,0.059406,0,1.1934e+008,3
4,0,0,0,1.0292e+005,301.35,1.19,0,0.9972,6.0839e-005,-3.2457e-018,0.00084032,0.00014046,0,-1.017e-005,5.0848e-006,1.5905e-007,7.0232e-005,8.5922e-009,-4.5839e-022,1.1868e-007,4.3813e-014,-7.3109e-029,8.3583e-012,0,0.056208,0,1.1842e+008,3
4,0,0,0,1.0292e+005,301.35,1.19,0,0.99918,4.6871e-005,-4.0929e-018,0.00073848,0.00013568,0,-8.6113e-006,4.3056e-006,1.3473e-007,6.7838e-005,6.3773e-009,-5.5688e-022,1.0048e-007,2.7481e-014,-7.5088e-029,6.8218e-012,0,0.05289,0,1.1746e+008,3
4,0,0,0,1.0292e+005,301.35,1.19,0,1.0009,3.5113e-005,-3.2734e-018,0.00063985,0.000131,0,-7.1886e-006,3.5943e-006,1.1252e-007,6.5498e-005,4.6026e-009,-4.2908e-022,8.3873e-008,1.6529e-014,-4.8239e-029,5.4888e-012,0,0.049426,0,1.1649e+008,3
4,0,0,0,1.0292e+005,301.35,1.1901,0,1.0022,2.5375e-005,-3.2529e-018,0.00054442,0.00012643,0,-5.8928e-006,2.9464e-006,9.2284e-008,6.3214e-005,3.2045e-009,-4.1079e-022,6.875e-008,9.4206e-015,-3.7825e-029,4.3363e-012,0,0.045779,0,1.1549e+008,3
4,0,0,0,1.0293e+005,301.35,1.1901,0,1.0034,1.7476e-005,-3.8173e-018,0.00045207,0.00012198,0,-4.7153e-006,2.3576e-006,7.3886e-008,6.0988e-005,2.1261e-009,-4.6441e-022,5.4999e-008,4.9959e-015,-3.4199e-029,3.343e-012,0,0.041896,0,1.1446e+008,3
4,0,0,0,1.0293e+005,301.35,1.1901,0,1.0042,1.1249e-005,-3.3664e-018,0.00036277,0.00011764,0,-3.6479e-006,1.8239e-006,5.7194e-008,5.8821e-005,1.3184e-009,-3.9455e-022,4.2517e-008,2.3945e-015,-2.2471e-029,2.4904e-012,0,0.037699,0,1.1341e+008,3
4,0,0,0,1.0293e+005,301.35,1.1901,0,1.0049,6.5401e-006,-3.1127e-018,0.00027654,0.00011343,0,-2.6826e-006,1.3413e-006,4.2086e-008,5.6716e-005,7.3843e-010,-3.5146e-022,3.1224e-008,9.8563e-016,-1.4719e-029,1.7622e-012,0,0.033069,0,1.1234e+008,3
4,0,0,0,1.0293e+005,301.35,1.1901,0,1.0054,3.2048e-006,-4.3609e-018,0.0001934,0.00010934,0,-1.8119e-006,9.0594e-007,2.8444e-008,5.4671e-005,3.4859e-010,-4.7434e-022,2.1037e-008,3.1411e-016,-1.342e-029,1.1439e-012,0,0.027789,0,1.1124e+008,3
4,0,0,0,1.0293e+005,301.35,1.1901,0,1.0057,1.1122e-006,-2.6322e-018,0.00011394,0.00010537,0,-1.0286e-006,5.143e-007,1.6158e-008,5.2687e-005,1.1654e-010,-2.7582e-022,1.1939e-008,5.9599e-017,-4.4317e-030,6.2549e-013,0,0.021437,0,1.1011e+008,3
4,0,0,0,1.0293e+005,301.35,1.1901,0,1.0058,1.2058e-007,-3.2903e-018,3.7554e-005,0.00010153,0,-3.2601e-007,1.63e-007,5.1246e-009,5.0766e-005,1.2172e-011,-3.3214e-022,3.7908e-009,1.9726e-018,-1.6922e-030,1.9133e-013,0,0.012363,0,1.0911e+008,3
4,0,0,0,1.0169e+005,301.23,1.1762,0,0.22578,0.0007851,-8.6928e-019,-0.00011103,-3.4246e-005,0,-0.00024216,0.00012108,0.00024152,-1.7123e-005,8.5044e-007,-9.4162e-022,-1.2027e-007,4.5607e-010,-1.0073e-024,9.1212e-012,0,0.049209,0,1.4385e+008,3
4,0,0,0,1.0168e+005,301.22,1.1761,0,0.22105,0.00078949,5.7445e-020,-0.0001115,-3.469e-005,0,-0.00024563,0.00012282,0.00024472,-1.7345e-005,8.8599e-007,6.4467e-023,-1.2512e-007,4.9226e-010,7.1368e-026,9.8178e-012,0,0.049319,0,1.4401e+008,3
4,0,0,0,1.0167e+005,301.22,1.1761,0,0.21603,0.00081215,-1.4559e-018,-0.00011453,-3.507e-005,0,-0.00024868,0.00012434,0.00024746,-1.7535e-005,9.4416e-007,-1.6926e-021,-1.3315e-007,5.4344e-010,-1.9389e-024,1.0808e-011,0,0.049994,0,1.4415e+008,3
4,0,0,0,1.0166e+005,301.22,1.176,0,0.21131,0.00085949,-2.4763e-019,-0.00012103,-3.5482e-005,0,-0.00025197,0.00012599,0.00025044,-1.7741e-005,1.035e-006,-2.982e-022,-1.4575e-007,6.171e-010,-3.5343e-025,1.2237e-011,0,0.051402,0,1.443e+008,3
4,0,0,0,1.0165e+005,301.22,1.1759,0,0.2067,0.00091194,4.8166e-019,-0.00012822,-3.5896e-005,0,-0.0002553,0.00012765,0.00025343,-1.7948e-005,1.1374e-006,6.0076e-022,-1.5993e-007,7.0243e-010,7.3657e-025,1.3887e-011,0,0.05292,0,1.4444e+008,3
4,0,0,0,1.0165e+005,301.21,1.1758,0,0.20219,0.00095747,-4.7748e-019,-0.00013441,-3.6309e-005,0,-0.00025864,0.00012932,0.00025641,-1.8154e-005,1.2368e-006,-6.1679e-022,-1.7363e-007,7.9106e-010,-7.8221e-025,1.559e-011,0,0.054198,0,1.4457e+008,3
4,0,0,0,1.0164e+005,301.21,1.1757,0,0.19774,0.00099727,-4.2487e-018,-0.00013977,-3.6715e-005,0,-0.00026196,0.00013098,0.00025936,-1.8357e-005,1.334e-006,-5.6834e-021,-1.8697e-007,8.8362e-010,-7.4542e-024,1.7357e-011,0,0.055286,0,1.447e+008,3
4,0,0,0,1.0163e+005,301.21,1.1757,0,0.19335,0.0010339,-7.9279e-019,-0.00014466,-3.7112e-005,0,-0.00026524,0.00013262,0.00026224,-1.8556e-005,1.432e-006,-1.0981e-021,-2.0037e-007,9.8219e-010,-1.4893e-024,1.9229e-011,0,0.056264,0,1.4482e+008,3
4,0,0,0,1.0163e+005,301.21,1.1756,0,0.18901,0.0010684,6.4495e-019,-0.00014924,-3.7496e-005,0,-0.00026845,0.00013422,0.00026503,-1.8748e-005,1.5323e-006,9.2492e-022,-2.1402e-007,1.0881e-009,1.297e-024,2.1229e-011,0,0.057172,0,1.4494e+008,3
4,0,0,0,1.0162e+005,301.21,1.1755,0,0.18469,0.0011016,-2.9119e-018,-0.00015359,-3.7864e-005,0,-0.00027157,0.00013579,0.00026771,-1.8932e-005,1.6355e-006,-4.3232e-021,-2.2803e-007,1.2024e-009,-6.2667e-024,2.3375e-011,0,0.058027,0,1.4506e+008,3
4,0,0,0,1.0161e+005,301.21,1.1754,0,0.18039,0.0011336,-3.417e-018,-0.00015776,-3.8212e-005,0,-0.00027458,0.00013729,0.00027026,-1.9106e-005,1.7421e-006,-5.2515e-021,-2.4245e-007,1.3259e-009,-7.8679e-024,2.5679e-011,0,0.058838,0,1.4517e+008,3
4,0,0,0,1.0161e+005,301.2,1.1754,0,0.1761,0.0011646,-3.9501e-018,-0.00016176,-3.8537e-005,0,-0.00027745,0.00013872,0.00027265,-1.9269e-005,1.8525e-006,-6.2834e-021,-2.5732e-007,1.4594e-009,-9.7285e-024,2.8156e-011,0,0.059614,0,1.4527e+008,3
